file	line	col	signature	operand_types	classification	reason	entry_example	code_line
src/std_measure.rs	181	30	cannot multiply `Rc<CommutativeSemiring<Magnitude>>` by `Rc<Rc<CommutativeSemiring<Magnitude>>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	(((*m.count).clone() * num.clone()) / den.clone())
src/std_measure.rs	189	24	binary operation `==` cannot be applied to type `CommutativeSemiring<Magnitude>`	CommutativeSemiring<Magnitude>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	if (each_count.clone() == 0) {
src/std_measure.rs	190	24	binary operation `==` cannot be applied to type `Rc<CommutativeSemiring<Magnitude>>`	Rc<CommutativeSemiring<Magnitude>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	if (each_count.clone() == 0) {
src/std_measure.rs	192	40	cannot divide `CommutativeSemiring<Magnitude>` by `CommutativeSemiring<Magnitude>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	((*capacity.count).clone() / each_count.clone())
src/std_measure.rs	193	40	cannot divide `Rc<CommutativeSemiring<Magnitude>>` by `Rc<CommutativeSemiring<Magnitude>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	((*capacity.count).clone() / each_count.clone())
src/std_measure.rs	199	28	binary operation `==` cannot be applied to type `Rc<CommutativeSemiring<Magnitude>>`	Rc<CommutativeSemiring<Magnitude>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	count: if (den.clone() == 0) {
src/std_measure.rs	200	28	binary operation `==` cannot be applied to type `Rc<Rc<CommutativeSemiring<Magnitude>>>`	Rc<Rc<CommutativeSemiring<Magnitude>>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	count: if (den.clone() == 0) {
src/std_measure.rs	200	29	cannot multiply `CommutativeSemiring<Magnitude>` by `Rc<CommutativeSemiring<Magnitude>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	((*m.count).clone() * num.clone())
src/std_measure.rs	201	29	cannot multiply `Rc<CommutativeSemiring<Magnitude>>` by `Rc<Rc<CommutativeSemiring<Magnitude>>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	((*m.count).clone() * num.clone())
src/std_measure.rs	202	31	cannot multiply `CommutativeSemiring<Magnitude>` by `Rc<CommutativeSemiring<Magnitude>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	((((*m.count).clone() * num.clone()) + (den.clone() - 1)) / den.clone())
src/std_measure.rs	202	61	cannot subtract `{integer}` from `Rc<CommutativeSemiring<Magnitude>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	((((*m.count).clone() * num.clone()) + (den.clone() - 1)) / den.clone())
src/std_measure.rs	203	31	cannot multiply `Rc<CommutativeSemiring<Magnitude>>` by `Rc<Rc<CommutativeSemiring<Magnitude>>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	((((*m.count).clone() * num.clone()) + (den.clone() - 1)) / den.clone())
src/std_measure.rs	203	61	cannot subtract `{integer}` from `Rc<Rc<CommutativeSemiring<Magnitude>>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	((((*m.count).clone() * num.clone()) + (den.clone() - 1)) / den.clone())
src/std_measure.rs	210	32	cannot add `CommutativeSemiring<Magnitude>` to `CommutativeSemiring<Magnitude>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	count: ((*a.count).clone() + (*b.count).clone()),
src/std_measure.rs	211	32	cannot add `Rc<CommutativeSemiring<Magnitude>>` to `Rc<CommutativeSemiring<Magnitude>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	count: ((*a.count).clone() + (*b.count).clone()),
src/std_measure.rs	216	25	binary operation `<=` cannot be applied to type `CommutativeSemiring<Magnitude>`	CommutativeSemiring<Magnitude>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	((*a.count).clone() <= (*b.count).clone())
src/std_measure.rs	217	25	binary operation `<=` cannot be applied to type `Rc<CommutativeSemiring<Magnitude>>`	Rc<CommutativeSemiring<Magnitude>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	((*a.count).clone() <= (*b.count).clone())
src/std_measure.rs	257	42	cannot multiply `Rc<CommutativeSemiring<Magnitude>>` by `Rc<CommutativeSemiring<Magnitude>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	byte_size((gibibyte_count(g.clone()) * gibibyte_scale_factor_bytes()))
src/std_measure.rs	258	42	cannot multiply `Rc<Rc<CommutativeSemiring<Magnitude>>>` by `Rc<Rc<CommutativeSemiring<Magnitude>>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	byte_size((gibibyte_count(g.clone()) * gibibyte_scale_factor_bytes()))
src/std_measure.rs	362	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>`	Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	materialization_carriers	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_measure.rs	363	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<Rc<CommutativeSemiring<Magnitude>>>>>`	Rc<Measure<(), (), Rc<Rc<CommutativeSemiring<Magnitude>>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	emit_host	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_measure.rs	406	68	cannot multiply `Rc<CommutativeSemiring<Magnitude>>` by `Rc<CommutativeSemiring<Magnitude>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	amount: money_amount_micro((money_per_minute_micros(q.clone()) * minutes_per_hour())),
src/std_measure.rs	407	68	cannot multiply `Rc<Rc<CommutativeSemiring<Magnitude>>>` by `Rc<Rc<CommutativeSemiring<Magnitude>>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	amount: money_amount_micro((money_per_minute_micros(q.clone()) * minutes_per_hour())),
src/std_measure.rs	436	67	cannot divide `Rc<CommutativeSemiring<Magnitude>>` by `Rc<CommutativeSemiring<Magnitude>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	amount: money_amount_micro((money_per_month_micros(q.clone()) / billing_month_as_hour_count())),
src/std_measure.rs	437	67	cannot divide `Rc<Rc<CommutativeSemiring<Magnitude>>>` by `Rc<Rc<CommutativeSemiring<Magnitude>>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	amount: money_amount_micro((money_per_month_micros(q.clone()) / billing_month_as_hour_count())),
src/std_measure.rs	563	38	cannot multiply `Rc<CommutativeSemiring<Magnitude>>` by `Rc<CommutativeSemiring<Magnitude>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	joule((watt_count(power.clone()) * second_count(time.clone())))
src/std_measure.rs	564	38	cannot multiply `Rc<Rc<CommutativeSemiring<Magnitude>>>` by `Rc<Rc<CommutativeSemiring<Magnitude>>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	joule((watt_count(power.clone()) * second_count(time.clone())))
src/std_measure.rs	602	43	cannot divide `Rc<CommutativeSemiring<Magnitude>>` by `{integer}`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	(parts_per_ten_thousand_unity_count() / 2)
src/std_measure.rs	603	43	cannot divide `Rc<Rc<CommutativeSemiring<Magnitude>>>` by `{integer}`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	(parts_per_ten_thousand_unity_count() / 2)
src/std_nat.rs	17	19	binary operation `<` cannot be applied to type `Rc<CommutativeSemiring<Magnitude>>`	Rc<CommutativeSemiring<Magnitude>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	if (a.clone() < b.clone()) {
src/std_nat.rs	17	19	binary operation `<` cannot be applied to type `Rc<Rc<CommutativeSemiring<Magnitude>>>`	Rc<Rc<CommutativeSemiring<Magnitude>>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	if (a.clone() < b.clone()) {
src/std_nat.rs	20	23	binary operation `>` cannot be applied to type `Rc<CommutativeSemiring<Magnitude>>`	Rc<CommutativeSemiring<Magnitude>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	if (a.clone() > b.clone()) {
src/std_nat.rs	20	23	binary operation `>` cannot be applied to type `Rc<Rc<CommutativeSemiring<Magnitude>>>`	Rc<Rc<CommutativeSemiring<Magnitude>>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	if (a.clone() > b.clone()) {
src/std_nat.rs	29	19	binary operation `>` cannot be applied to type `Rc<CommutativeSemiring<Magnitude>>`	Rc<CommutativeSemiring<Magnitude>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	if (a.clone() > b.clone()) {
src/std_nat.rs	29	19	binary operation `>` cannot be applied to type `Rc<Rc<CommutativeSemiring<Magnitude>>>`	Rc<Rc<CommutativeSemiring<Magnitude>>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	if (a.clone() > b.clone()) {
src/std_nat.rs	37	19	binary operation `<` cannot be applied to type `Rc<CommutativeSemiring<Magnitude>>`	Rc<CommutativeSemiring<Magnitude>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	if (a.clone() < b.clone()) {
src/std_nat.rs	37	19	binary operation `<` cannot be applied to type `Rc<Rc<CommutativeSemiring<Magnitude>>>`	Rc<Rc<CommutativeSemiring<Magnitude>>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	if (a.clone() < b.clone()) {
src/std_realization_measurement.rs	69	41	cannot add `Rc<CommutativeSemiring<Magnitude>>` to `Rc<CommutativeSemiring<Magnitude>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	byte_size((measure_count(a.clone()) + measure_count(b.clone())))
src/std_realization_measurement.rs	69	41	cannot add `Rc<Rc<CommutativeSemiring<Magnitude>>>` to `Rc<Rc<CommutativeSemiring<Magnitude>>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	byte_size((measure_count(a.clone()) + measure_count(b.clone())))
src/std_realization_measurement.rs	96	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>`	Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	materialization_carriers	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_realization_measurement.rs	96	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<Rc<CommutativeSemiring<Magnitude>>>>>`	Rc<Measure<(), (), Rc<Rc<CommutativeSemiring<Magnitude>>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	emit_host	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_realization_measurement.rs	125	68	binary operation `==` cannot be applied to type `Rc<CommutativeSemiring<Magnitude>>`	Rc<CommutativeSemiring<Magnitude>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	(((measure_count(concurrent_memory_peak_per_share(sample.clone())) == 2100028416) && (measure_count(concurrent_memory_peak_per_shar...
src/std_realization_measurement.rs	125	68	binary operation `==` cannot be applied to type `Rc<Rc<CommutativeSemiring<Magnitude>>>`	Rc<Rc<CommutativeSemiring<Magnitude>>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	(((measure_count(concurrent_memory_peak_per_share(sample.clone())) == 2100028416) && (measure_count(concurrent_memory_peak_per_shar...
src/std_realization_measurement.rs	125	155	binary operation `==` cannot be applied to type `Rc<CommutativeSemiring<Magnitude>>`	Rc<CommutativeSemiring<Magnitude>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	...0028416) && (measure_count(concurrent_memory_peak_per_share(degenerate.clone())) == 2100028416)) && (measure_count(concurrent_me...
src/std_realization_measurement.rs	125	155	binary operation `==` cannot be applied to type `Rc<Rc<CommutativeSemiring<Magnitude>>>`	Rc<Rc<CommutativeSemiring<Magnitude>>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	...28416) && (measure_count(concurrent_memory_peak_per_share(degenerate.clone())) == 2100028416)) && (measure_count(concurrent_memo...
src/std_realization_measurement.rs	125	244	binary operation `==` cannot be applied to type `Rc<CommutativeSemiring<Magnitude>>`	Rc<CommutativeSemiring<Magnitude>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	...28416)) && (measure_count(concurrent_memory_peak_per_share(indivisible.clone())) == 3))
src/std_realization_measurement.rs	125	244	binary operation `==` cannot be applied to type `Rc<Rc<CommutativeSemiring<Magnitude>>>`	Rc<Rc<CommutativeSemiring<Magnitude>>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	...416)) && (measure_count(concurrent_memory_peak_per_share(indivisible.clone())) == 3))
src/std_realization_measurement.rs	130	31	binary operation `==` cannot be applied to type `Rc<CommutativeSemiring<Magnitude>>`	Rc<CommutativeSemiring<Magnitude>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	(measure_count(d.clone()) == 0)
src/std_realization_measurement.rs	130	31	binary operation `==` cannot be applied to type `Rc<Rc<CommutativeSemiring<Magnitude>>>`	Rc<Rc<CommutativeSemiring<Magnitude>>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	(measure_count(d.clone()) == 0)
src/std_realization_measurement.rs	140	52	cannot add `Rc<CommutativeSemiring<Magnitude>>` to `Rc<CommutativeSemiring<Magnitude>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	time_measure((measure_count(a.clone()) + measure_count(b.clone())))
src/std_realization_measurement.rs	140	52	cannot add `Rc<Rc<CommutativeSemiring<Magnitude>>>` to `Rc<Rc<CommutativeSemiring<Magnitude>>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	time_measure((measure_count(a.clone()) + measure_count(b.clone())))
src/std_realization_measurement.rs	178	42	binary operation `==` cannot be applied to type `Rc<CommutativeSemiring<Magnitude>>`	Rc<CommutativeSemiring<Magnitude>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	if (measure_count(wall_time.clone()) == 0) {
src/std_realization_measurement.rs	178	42	binary operation `==` cannot be applied to type `Rc<Rc<CommutativeSemiring<Magnitude>>>`	Rc<Rc<CommutativeSemiring<Magnitude>>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	if (measure_count(wall_time.clone()) == 0) {
src/std_realization_measurement.rs	184	26	binary operation `!=` cannot be applied to type `Rc<CommutativeSemiring<Magnitude>>`	Rc<CommutativeSemiring<Magnitude>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	((measured_count.clone() != predicted_count.clone()) && (measured_count.clone() == measure_count(wall_time.clone())))
src/std_realization_measurement.rs	184	26	binary operation `!=` cannot be applied to type `Rc<Rc<CommutativeSemiring<Magnitude>>>`	Rc<Rc<CommutativeSemiring<Magnitude>>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	((measured_count.clone() != predicted_count.clone()) && (measured_count.clone() == measure_count(wall_time.clone())))
src/std_realization_measurement.rs	184	81	binary operation `==` cannot be applied to type `Rc<CommutativeSemiring<Magnitude>>`	Rc<CommutativeSemiring<Magnitude>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	((measured_count.clone() != predicted_count.clone()) && (measured_count.clone() == measure_count(wall_time.clone())))
src/std_realization_measurement.rs	184	81	binary operation `==` cannot be applied to type `Rc<Rc<CommutativeSemiring<Magnitude>>>`	Rc<Rc<CommutativeSemiring<Magnitude>>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	((measured_count.clone() != predicted_count.clone()) && (measured_count.clone() == measure_count(wall_time.clone())))
src/std_realization_schedule.rs	44	5	binary operation `==` cannot be applied to type `Rc<Measure<(), S, Rc<CommutativeSemiring<Magnitude>>>>`	Rc<Measure<(), S, Rc<CommutativeSemiring<Magnitude>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	materialization_carriers	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_realization_schedule.rs	44	5	binary operation `==` cannot be applied to type `Rc<Measure<(), S, Rc<Rc<CommutativeSemiring<Magnitude>>>>>`	Rc<Measure<(), S, Rc<Rc<CommutativeSemiring<Magnitude>>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	emit_host	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_realization_schedule.rs	45	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>`	Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	materialization_carriers	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_realization_schedule.rs	45	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<Rc<CommutativeSemiring<Magnitude>>>>>`	Rc<Measure<(), (), Rc<Rc<CommutativeSemiring<Magnitude>>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	emit_host	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_realization_schedule.rs	46	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>`	Rc<Measure<(), (), Rc<CommutativeSemiring<Magnitude>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	materialization_carriers	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_realization_schedule.rs	46	5	binary operation `==` cannot be applied to type `Rc<Measure<(), (), Rc<Rc<CommutativeSemiring<Magnitude>>>>>`	Rc<Measure<(), (), Rc<Rc<CommutativeSemiring<Magnitude>>>>>	repr_fork	derive_expansion: PartialEq on algebra-carrier record under FaithfulFreeMonoid	emit_host	#[derive(Debug, Clone, PartialEq, serde::Serialize, serde::Deserialize)]
src/std_realization_width.rs	84	25	binary operation `>` cannot be applied to type `Rc<CommutativeSemiring<Magnitude>>`	Rc<CommutativeSemiring<Magnitude>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	if (total_bytes.clone() > reserved_bytes.clone()) {
src/std_realization_width.rs	84	25	binary operation `>` cannot be applied to type `Rc<Rc<CommutativeSemiring<Magnitude>>>`	Rc<Rc<CommutativeSemiring<Magnitude>>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	if (total_bytes.clone() > reserved_bytes.clone()) {
src/std_realization_width.rs	85	44	cannot subtract `Rc<CommutativeSemiring<Magnitude>>` from `Rc<CommutativeSemiring<Magnitude>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	byte_size((total_bytes.clone() - reserved_bytes.clone()))
src/std_realization_width.rs	85	44	cannot subtract `Rc<Rc<CommutativeSemiring<Magnitude>>>` from `Rc<Rc<CommutativeSemiring<Magnitude>>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	byte_size((total_bytes.clone() - reserved_bytes.clone()))
src/std_realization_width.rs	96	16	binary operation `>` cannot be applied to type `Rc<CommutativeSemiring<Magnitude>>`	Rc<CommutativeSemiring<Magnitude>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	if (av.clone() > bv.clone()) {
src/std_realization_width.rs	96	16	binary operation `>` cannot be applied to type `Rc<Rc<CommutativeSemiring<Magnitude>>>`	Rc<Rc<CommutativeSemiring<Magnitude>>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	if (av.clone() > bv.clone()) {
src/std_realization_width.rs	97	47	cannot subtract `Rc<CommutativeSemiring<Magnitude>>` from `Rc<CommutativeSemiring<Magnitude>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	hardware_thread_count((av.clone() - bv.clone()))
src/std_realization_width.rs	97	47	cannot subtract `Rc<Rc<CommutativeSemiring<Magnitude>>>` from `Rc<Rc<CommutativeSemiring<Magnitude>>>`		repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	emit_host	hardware_thread_count((av.clone() - bv.clone()))
src/std_realization_width.rs	113	36	binary operation `>=` cannot be applied to type `Rc<CommutativeSemiring<Magnitude>>`	Rc<CommutativeSemiring<Magnitude>>	repr_fork	expr_binop: arithmetic/compare on modeled algebra carrier (FaithfulFreeMonoid)	materialization_carriers	if (byte_size_count(a.clone()) >= byte_size_count(b.clone())) {
